legal_name,dba_name,city,latitude ,longitude
KASGO LLC,PASTA ROMA,LOS ANGELES,34.026,-118.2773
KASHCOOL KITCHEN INC,,VAN NUYS,34.1819,-118.4492
KASIM M KARIM,K'S BORNX PIZZERIA & ITALIAN FOOD,CANOGA PARK,34.201,-118.6104
KASIMYAN ROMIK,SHERMAN WAY GRILL & PIZZA RESTAURANT,NORTH HOLLYWOOD,34.2012,-118.4145
KATANNAH INC,MOOBONGRI SOONDAE,LOS ANGELES,34.0327,-118.2539
KATAYA INC,ZENCU SUSHI & GRILL,LOS ANGELES,34.049,-118.2413
KATHY CARLSON,SMOKE CIGNAL BBQ,LOS ANGELES,33.9595,-118.3094
KATHY WALEERAT HOLLIDAY,KATHY HOLLIDAY NOVELTIES,BURBANK,34.2161,-118.336
KATRINA R MANUEL,KABOO KITCHEN & CATERING,LOS ANGELES,34.0109,-118.3194
KATSU JAPANESE CUTLET,,NORTHRIDGE,34.2562,-118.5371
KATSU LLC,,TORRANCE,33.865,-118.3305
KATSUYA - H&V LLC,KATSUYA HOLLYWOOD | KATSUYA HOLLYWOOD,LOS ANGELES,34.1016,-118.3266
KATSUYA DOWNTOWN LA LLC,KATSUYA,LOS ANGELES,34.045,-118.2639
KAWALJEET SINGH AND PARAMJEET KAUR SAROAI,MAMA'S INDIAN KITCHEN,CULVER CITY,34.0227,-118.3997
KAY TENG,,TARZANA,34.1727,-118.552
KAYA RESTAURANT INC,KAYA SUSHI RESTAURANT,MARINA DEL REY,33.9919,-118.4447
KAYO OIL CO /C,,CHATSWORTH,34.2499,-118.6048
KAZAN LLC,,BEVERLY HILLS,34.068,-118.3764
KAZI FOODS INC,KENTUCKY FRIED CHICKEN,SHERMAN OAKS,34.1721,-118.4493
KAZI FOODS INC,KENTUCKY FRIED CHICKEN #29,CANOGA PARK,34.201,-118.6051
KAZI FOODS INC,KENTUCKY FRIED CHICKEN,PACOIMA,34.2588,-118.432
KAZI FOODS INC,KFC # H730-016,N HOLLYWOOD,34.1885,-118.3964
KAZI FOODS INC,KENTUCKY FRIED CHICKEN,LOS ANGELES,34.0495,-118.3761
KAZI FOODS INC,KENTUCKY FRIED CHICKEN,LOS ANGELES,34.1142,-118.1808
KAZI FOODS INC,KENTUCKY FRIED CHICKEN,LOS ANGELES,34.0466,-118.4643
KAZI FOODS INC,KENTUCKY FRIED CHICKEN,LOS ANGELES,34.0215,-118.3562
KAZI FOODS INC,KENTUCKY FRIED CHICKEN,LOS ANGELES,34.0451,-118.419
KAZI FOODS INC,KENTUCKY FRIED CHICEKN # H730-124,LOS ANGELES,34.0062,-118.2564
KAZI FOODS INC,KENTUCKY FRIED CHICKEN,LOS ANGELES,34.0446,-118.3284
"KAZOKU GROUP, INC",KAZOKU SUSHI,LOS ANGELES,34.1017,-118.3051
KAZUHARU SOGABE,KAZU SUSHI,STUDIO CITY,34.1395,-118.3803
KC INVEST LLC,GARCONS DE CAFE,LOS ANGELES,34.0477,-118.2501
KC OF BALDWIN HILLS,THE KICKIN CRAB,LOS ANGELES,34.0094,-118.3374
KCINO INVESTMENTS LLC,PIEOLOGY PIZZERIA # 8040,ENCINO,34.1605,-118.5076
KCK PARTNERS INC,COFFEE PRINCE,LOS ANGELES,34.0324,-118.2507
KDB RESTAURANTS INC,KOUNTRY FOLKS RESTAURANT,NORTH HILLS,34.2246,-118.4676
"KDFMC, A CALIFORNIA CORPORATION",KAY 'N DAVE'S,PACIFIC PALISADES,34.0466,-118.5249
KEBAB HALEBI LLC,KEBAB HALEBI,VAN NUYS,34.2012,-118.4672
"KEBAB HOUSE, INC.",,PANORAMA CITY,34.2237,-118.4488
KEBBROS LLC,,LOS ANGELES,34.0993,-118.3291
KEE HOON MIN,TAM'S JR BURGER #2,LOS ANGELES,34.1102,-118.1913
KEERANA NOOCHLAOR,,LOS ANGELES,34.0942,-118.2973
"KEM PAI RESTAURANT, INC.",ABC RESTAURANT,LOS ANGELES,34.0601,-118.2385
KENDY MARILU ALDANACANUT,PLAYA DORADA,LOS ANGELES,33.9405,-118.2915
KENJI777X LLC,THE VAULT BY KENJI,LOS ANGELES,34.047,-118.253
KENJJJANG LLC,,LOS ANGELES,34.0678,-118.3058
KENNETH HONG,GM FOOD CONCESSIONS,LOS ANGELES,34.145,-118.2851
KENNETH MOONGUN KIM/ANNIE S. KIM,BOBA TIME,LOS ANGELES,34.0339,-118.2537
KENNY I CHUNG,DAILY DONUTS,RESEDA,34.2084,-118.5191
KENNY/PY CHAO,CATCH 21 DOWNTOWN,LOS ANGELES,34.0424,-118.2397
KEPAROL INC,,LOS ANGELES,34.0846,-118.1878
KESHAR BAHADUR BHANDARI,GATE OF INDIA,LOS ANGELES,34.098,-118.3495
KEUNG JAE LEE,YETGOL RESTAURANT,LOS ANGELES,34.0495,-118.309
KEVIN JACKSON,HAPPY TIMES BURGERS,LOS ANGELES,33.938,-118.2915
KEVIN SANTELIZ,TRES DE ASADA,LOS ANGELES,34.0303,-118.3352
KEVIN T MCCARNEY ET AL,POQUITO MAS WEST LA,LOS ANGELES,34.0435,-118.4314
KEVIN TANG,PANDA KING,LOS ANGELES,34.0413,-118.2044
KEVORK BILAMEJIAN,MIMA'S,LOS ANGELES,34.0458,-118.2536
KEVTESH LLC,,LOS ANGELES,34.055,-118.3834
KEY OF E INC,EDENDALE,LOS ANGELES,34.1077,-118.2658
KF GROUP INC,KUSINA FILIPINA,LOS ANGELES,34.1215,-118.226
KFZ FOODS INC,PITA KITCHEN,LOS ANGELES,34.0633,-118.3645
KG PARTNERS INC,WABA GRILL,NORTHRIDGE,34.2357,-118.5348
KG PARTNERS INC,WABA GRILL,NORTHRIDGE,34.2369,-118.5211
KHANA BAZAAR INC,AKBAR CUISINE OF INDIA,MARINA DEL REY,33.9895,-118.4496
KHANG LING CHAU / LINDA K LY,LOUISIANA FRIED CHICKEN,LOS ANGELES,34.0041,-118.2739
KHANH  V TAN,DOWNTOWN LA PHO,LOS ANGELES,34.0515,-118.2564
KHANH MAI THI KHUU,PHO & CHINESE FOOD,WILMINGTON,33.7805,-118.2579
KHASRIA RESTAURANTS LLC,UMAI SAVORY HOT DOGS,NORTHRIDGE,34.24,-118.5545
KHATCHICK MOVSES EKIZIAN,ZELZAH MEAT MARKET,GRANADA HILLS,34.2637,-118.5233
KHIEN CHHUON,NEW KAMARA RESTAURANT,LOS ANGELES,34.061,-118.2403
KHINDRA ENTERPRISES /C,ALL INDIA CAFE,LOS ANGELES,34.0404,-118.4635
KHINDRA ENTERPRISES INC,ELECTRIC KARMA,LOS ANGELES,34.0725,-118.3688
KHM GROUP INC,KOW,LOS ANGELES,34.0524,-118.2873
"KHUN DOM RESTAURANT, INC",,LOS ANGELES,34.0835,-118.3022
KHUNAKORN CORPORATION,SIAM CHAN RESTAURANT,LOS ANGELES,34.0449,-118.4527
KHURSHID M/GAZALA K BHURAWALA,BASKIN ROBBINS,CANOGA PARK,34.2087,-118.6059
KI JONG OH,AGIT,LOS ANGELES,34.0762,-118.3069
KI SUN BAIK,,CHATSWORTH,34.2572,-118.6032
KI T KUARK,SUSHI-21,SAN PEDRO,33.7417,-118.2923
KI-YOUNG CHOI,SUBMARINER FOOD CO,LOS ANGELES,33.9917,-118.4218
KIARASH CORP,SHAMSHIRI RESTAURANT,NORTHRIDGE,34.2204,-118.5524
KIATTICHAI SQUIRES / KANYAKARN SQUIRES,SWAN EXOTIC THAI RESTAURANT,NORTH HOLLYWOOD,34.2009,-118.4105
KIBOMI INC,SOPITA RAMEN,LOS ANGELES,34.0476,-118.2845
"KICKIN KASIAN, INC.",KICKIN KASIAN,NORTHRIDGE,34.2435,-118.536
KIEN T PHAM / LAURA LARA GOMEZ,PHO EASTERN VIETNAMESE,LOS ANGELES,34.0863,-118.1776
KIFF KAFE LLC,,LOS ANGELES,34.0288,-118.4521
KILEEM INC,HANBAT SHUL LUNG TANG,LOS ANGELES,34.0653,-118.3094
KILLER PIZZA ENTERPRISES INC,,LOS ANGELES,34.0539,-118.4631
KIM LOAN LLC,BUN BO HUE,RESEDA,34.2015,-118.5394
KIM SARANG INC,DA SARANG,LOS ANGELES,34.0529,-118.2961
KIMARYA ENTERPRISES INC,SUBWAY,STUDIO CITY,34.1414,-118.3881
KIMBAP USA INC,KIMBAP PARADISE,LOS ANGELES,34.067,-118.2921
KIMCAL INTERNATIONAL GROUP INC,SABROSO MEXICAN RESTAURANT,WINNETKA,34.1938,-118.5625
KIMURA ENTERPRISE INC,SUSHI STOP,LOS ANGELES,34.1052,-118.3189
KIMURA ENTERPRISE INC,NEW JAPAN,LOS ANGELES,34.0465,-118.4481
KIMURA ENTERPRISE INC,SUSHISTOP,LOS ANGELES,34.0402,-118.443
KIMURA ENTERPRISE INC,SUSHI STOP,STUDIO CITY,34.1428,-118.3903
KIN WING CHINESE FOOD INC,,LOS ANGELES,34.0416,-118.309
KIND PEOPLE KIMCHI INC,,LOS ANGELES,34.0762,-118.3011
KING & KING ENDEAVORS INC,BURGERIM,LOS ANGELES,34.0296,-118.3319
KING OF CRABS INC,,RESEDA,34.2088,-118.5359
KING TACO RESTAURANT INC,KING TACO # 1,LOS ANGELES,34.0942,-118.2264
KING TACO RESTAURANT INC,KING TACO # 6,LOS ANGELES,34.0263,-118.2582
KING TACO RESTAURANT INC,KING TACO #8,LOS ANGELES,34.0737,-118.2116
KING TACO RESTAURANT INC,KING TACO # 9,LOS ANGELES,34.0465,-118.2072
KING TACO RESTAURANT INC,KING TACO #10,LOS ANGELES,34.047,-118.2821
KING TACO RESTAURANT INC,KING TACO # 6 B,LOS ANGELES,34.028,-118.258
KING TACO RESTAURANT INC,,LOS ANGELES,34.1004,-118.2356
KING TORTA INC,KING TORTA INC,LOS ANGELES,34.0626,-118.1869
KING'S GALBI,GALBI KING,LOS ANGELES,34.0265,-118.4307
KING'S SEAFOOD COMPANY LLC,,LOS ANGELES,34.0496,-118.2544
KINI INC,K & S STRAWBERRY,LOS ANGELES,34.0635,-118.2966
KINKAI CORP,SUSHI DAN,STUDIO CITY,34.1409,-118.3715
KINNARA THAI INC,KINNARA THAI RESTAURANT,VAN NUYS,34.2012,-118.4679
KINZA SUSHI INC.,,SHERMAN OAKS,34.1554,-118.4486
KIR AND TER ENTERPRISES,FERMIE'S,LOS ANGELES,33.9904,-118.3105
KIRIKO SUSHI INC,,LOS ANGELES,34.0381,-118.4412
KIRPAL LLC,DEL'S LEMONADE,LOS ANGELES,34.0208,-118.4352
KITCHEN 24 LLC,KITCHEN 24,LOS ANGELES,34.0999,-118.3295
KITCHEN DELISH OF CALIFORNIA INC,,SUNLAND,34.2594,-118.3166
KITCHEN EMANUEL LLC,,LOS ANGELES,34.0783,-118.3043
KITCHEN STORY INC,,LOS ANGELES,34.0391,-118.4421
KIWA INC,CHUNG KI WA RESTAURANT,LOS ANGELES,34.0525,-118.3163
KIYOTAKA IKUNO,YABU RESTAURANT,LOS ANGELES,34.0305,-118.4478
KKCL CORP,LE ORIENTAL BISTRO,HOLLYWOOD,34.102,-118.3384
KKJC CORPORATION,TACOS LA FONDA,LOS ANGELES,34.0769,-118.3658
KKSKHJ INC,THIRTEEN SOCIAL CLUB,LOS ANGELES,34.0576,-118.3069
"KL SUPER NORMAL FOODS, LLC.",,LOS ANGELES,34.067,-118.2921
KLA FAMILY INC,,LOS ANGELES,34.0341,-118.4483
KLEE & K INC,MINORI RESTAURANT,LOS ANGELES,34.0563,-118.3836
KLG KITCHEN INC,,GRANADA HILLS,34.2579,-118.5012
KNARIK KALADZHYAN,H.O.T. HOUSE OF TAKOS,LOS ANGELES,34.1017,-118.3121
KNC MANAGEMENT,YUN BAL TAN KOREAN RESTAURANT,LOS ANGELES,34.0526,-118.2874
KNIGHTLIFE COLLECTIVE LLC,,LOS ANGELES,34.0731,-118.3749
KNJ RESTAURANTS INC,DENNY'S # 8723,NORTHRIDGE,34.2337,-118.554
"KNJ RESTAURANTS, LLC",WENDY'S,CULVER CITY,34.028,-118.3904
KNUSAHA LLC,COMET BBQ,LOS ANGELES,34.0596,-118.3118
KO KO LEE,PHO SHOP,LOS ANGELES,34.049,-118.4362
KOBEE FACTORY INC,KOBEE FACTORY AND SYRIAN KITCHEN,VAN NUYS,34.1793,-118.4405
KODE LIFESTYLE GROUP LLC,LUNA PARK KITCHEN AND COCKTAIL,LOS ANGELES,34.0626,-118.344
"KOGIYA RESTAURANT, INC.","KOGIYA RESTAURANT, INC.",NORTHRIDGE,34.2466,-118.5365
KOI LP,KOI RESTAURANT,LOS ANGELES,34.0846,-118.3764
KOKO PHO INC,,LOS ANGELES,34.0447,-118.4545
KOKONAMI CORPORATION,,NORTHRIDGE,34.2355,-118.5349
KOMBU INC,KOMBU,LOS ANGELES,34.0909,-118.278
KONGFARNG NUALKHAIR,ARAYA'S PLACE,LOS ANGELES,34.076,-118.3658
KONGKIAT KNACA,THAI FANTASY/CHINESE KITCHEN,LOS ANGELES,34.1048,-118.1845
KONSTANTINOS POLITIS,TOMS JR RESTAURANT,LOS ANGELES,33.9746,-118.2911
KOOBIDE MEDITERRANEAN GRILLE NO 2 INC,,CULVER CITY,33.9947,-118.4174
KOOBIDEH MEDITERRANEAN GRILLE INC,KOOBIDE MEDITERRANEAN GRILLE,CULVER CITY,33.986,-118.4013
KOP JAI LAI RESTAURANT,,MISSION HILLS,34.265,-118.4686
KOPE POKI INC,KOPE POKI,LOS ANGELES,34.0975,-118.2758
KORAKU GROUP INC,KORAKU RESTAURANT,LOS ANGELES,34.0491,-118.2414
KOREAN BBQ INC,,LOS ANGELES,34.0674,-118.3095
KOREAN GARDENS RESTAURANT INC,YONGSUSAN RESTAURANT,LOS ANGELES,34.054,-118.2916
KOREAN STREET FOOD INC,DAN SUNG SA,LOS ANGELES,34.0637,-118.2948
KOREATOWN WILD WINGS LLC,,LOS ANGELES,34.0612,-118.291
KOROBOKGUR INC,,LOS ANGELES,34.0576,-118.3054
KOSHEL INC,BAJA SUB,NORTHRIDGE,34.2309,-118.5365
KOTOYA LLC,KOTOYA,LOS ANGELES,34.0287,-118.4114
KOULAX ENTERPRISES INC,TOMMYS ORIGINAL WORLD FAMOUS HAMBURGERS,LOS ANGELES,34.1394,-118.2041
KOULAX ENTERPRISES INC,TOMMYS ORIGINAL WORLD FAMOUS HAMBURGERS,NORTH HILLS,34.2213,-118.4755
KOULAX ENTERPRISES INC,TOMMYS ORIGINAL WORLD FAMOUS HAMBURGERS,VAN NUYS,34.1866,-118.4509
KOULAX ENTERPRISES INC,TOMMYS ORIGINAL WORLD FAMOUS HAMBURGERS,N HOLLYWOOD,34.1721,-118.3965
KOUSAKA INC.,SUSHI DRAGON,SUN VALLEY,34.2175,-118.3702
KOUSHA HARIRCHIAN LAC,DEN ACUCENTER,WOODLAND HILLS,34.1797,-118.6525
KOY PE,HONG KONG EXPRESS,LOS ANGELES,34.0317,-118.266
KP DINING GROUP,,LOS ANGELES,34.0517,-118.2514
"KRE ENTERPRISES, INC.",BLACKSMITHS,LOS ANGELES,34.0471,-118.2471
KREATION & 1202 ABBOTT KINNEY INC,KREATION & 3RD STREET,VENICE,33.9914,-118.4691
KREATION & 1202 ABBOTT KINNEY INC,KREATION & 3RD KAFE,LOS ANGELES,34.0731,-118.3741
"KREATION ORGANIC., INC",KREATION & BRENTWOOD,LOS ANGELES,34.0528,-118.4679
KRESS VENTURE INC,MIA SUSHI,LOS ANGELES,34.1312,-118.2164
KRIENGSAK KRAIKITTIKUN,SIAM SUNSET RESTAURANT,LOS ANGELES,34.0981,-118.3046
KRISS N KAI ENTERPRISE INC,PIG VILLAGE,LOS ANGELES,34.0645,-118.3092
KRISTIN MAHONSKI,CHOPSTICK EXPRESS,VAN NUYS,34.1866,-118.5002
KRISTOPHER A RAHENDRA,CEYLON FOODS,LOS ANGELES,34.0719,-118.2862
KRITTANAI INTAKAEO,THAI GOURMET,NORTH HOLLYWOOD,34.1792,-118.4048
"KRUA THAI GROUP, INC",KRUA THAI RESTAURANT,NORTH HOLLYWOOD,34.2012,-118.4188
KSGM INC,,LOS ANGELES,34.0444,-118.2382
KSH-ESH LLC,HU'S RESTAURANT,LOS ANGELES,34.0289,-118.412
KUIJA KIM,MAMA HONG'S,ENCINO,34.1569,-118.4871
KUISHIMBO LLC,,LOS ANGELES,34.0621,-118.3145
KUISHIMBO LLC,,LOS ANGELES,34.0637,-118.2955
KUOCHERNG LIN,H SALT FISH & CHIPS,LOS ANGELES,34.1017,-118.2931
KURA SUSHI USA INC,KURA REVEOLVING SUSHI BAR | KURA REVOLVING SUSHI BAR,LOS ANGELES,34.0487,-118.2407
KURA SUSHI USA INC,KURA REVEOLVING SUSHI BAR | KURA REVOLVING SUSHI BAR,LOS ANGELES,34.0391,-118.442
KURA SUSHI USA INC,KURA REVOLVING SUSHI BAR,LOS ANGELES,34.0612,-118.291
KUSINA FILIPINA LLC,KUSINA FILIPINA AUTHENTIC FILIPINA CUISINE,LOS ANGELES,34.122,-118.2258
KUSINA SA PAMPANGA INC,EL CHALATECO RESTAURANT,NORTH HILLS,34.2222,-118.4671
KUY SIK KYONG,WOOL UM MA RESTAURANT,LOS ANGELES,34.0736,-118.3091
KWAN MOO KOO,MIKAMI LOS ANGELES,LOS ANGELES,34.0526,-118.3074
KWANG SOON SHIM,CAFE MERYUM,LOS ANGELES,34.0536,-118.309
KWANG YOUL CHOI,MANHATTAN BAGEL #165,STUDIO CITY,34.1437,-118.3932
KWOK JEE DER,KIMS RESTAURANT,LOS ANGELES,34.0156,-118.3348
KY HONG TAING,MICHELL'S DONUT,LOS ANGELES,34.0908,-118.2952
"KYL BBQ, INC",,LOS ANGELES,34.0588,-118.4152
KYOTO FAMILY F INC,KYOTO SUSHI,WEST HILLS,34.1936,-118.6272
KYOTO FAMILY N INC.,,NORTHRIDGE,34.2572,-118.5369
KYUNG LAN KIM,KAU KAU,LOS ANGELES,34.0617,-118.2985
L A DOWNTOWN PALM LLC,PALM RESTAURANT,LOS ANGELES,34.0429,-118.2641
L A GASTRONOMY INC,L.A. GASTRONOMY,MARINA DEL REY,33.9792,-118.4661
L A TASTY FOOD CO INC,EL POLLO LOCO,LOS ANGELES,34.0513,-118.2475
L A TASTY FOOD CO INC,EL POLLO LOCO,LOS ANGELES,34.0405,-118.2538
"L SQUARE INVESTMENT GROUP, INC",LA SOO WON GALBI,LOS ANGELES,34.0565,-118.2916
L. A. BS'D ENTERPRISES INC,KOSHER PIZZA STATION,LOS ANGELES,34.0552,-118.3874
"L.A. HILL STREET CAFE, INC.",HILL STREET CAFE & CIGARS,LOS ANGELES,34.063,-118.2393
L.A. NAK GI CORP.,THE NAK GI,LOS ANGELES,34.0674,-118.3087
L.F.T. GROUP LLC,MARISCOS PARAISO DEL MAR,PANORAMA CITY,34.2273,-118.4353
L'ANTICA PIZZERIA DA MICHELE USA LLC,,HOLLYWOOD,34.0991,-118.3373
"L'ISOLA OP CO, LLC",BIANCONI,LOS ANGELES,34.0726,-118.3714
L&E EASTSIDE LLC,L & E,LOS ANGELES,34.0886,-118.2689
LA  FIG LEASE OWNER LLC,,LOS ANGELES,34.0457,-118.2631
LA & TT INC,A WON JAPANESE RESTAURANT AROMA BRANCH,LOS ANGELES,34.0607,-118.3062
LA 1000 SANTA FE LLC,SOHO WAREHOUSE,LOS ANGELES,34.0313,-118.2296
LA 27TH RESTAURANT INC,LA 27TH,LOS ANGELES,34.0459,-118.2798
LA ADELITA FOOD COMPANY # 3 INC,LA ADELITA FOOD CO #3,LOS ANGELES,34.0258,-118.2535
LA BREA DINING CALIFORNIA INC,ROBATA JINYA,LOS ANGELES,34.072,-118.365
LA BREA DINING CALIFORNIA INC,BUSHI BY JINYA,LOS ANGELES,34.0621,-118.3422
LA BUSINESS VENTURE INC,SUBWAY #5822,LOS ANGELES,34.012,-118.2827
LA BUVETTE WINE BISTRO,,SAN PEDRO,33.7377,-118.2844
LA CABANA SEAFOOD INC,LA CABANA SEAFOOD,LOS ANGELES,34.0336,-118.2552
LA CARRETA FAMILY RESTAURANT INC,LA CARRETA FAMILY RESTAURANT INC,VAN NUYS,34.203,-118.4487
LA CEVICHERIA LLC,LA CEVICHERIA,LOS ANGELES,34.0474,-118.3224
LA CHUPERIA THE TORTA SPOT INC,LA CHUPERIA CAFE,LOS ANGELES,34.0745,-118.216
LA COCINA DE PAQUITA CORP,LA COCINA DE PAQUITA,SAN PEDRO,33.7398,-118.2926
LA CONQ LLC,EL CONDOR,LOS ANGELES,34.0904,-118.2777
"LA DRAGON, INC",THE DRAGON RESTAURANT,LOS ANGELES,34.0535,-118.2916
LA ESTRELLA MEXICAN RESTAURANT INC,TAQUERIA LA ESTRELLA,LOS ANGELES,34.0265,-118.2017
LA FIESTA #1 LLC,LA FIESTA #1 RESTAURANT,NORTHRIDGE,34.2211,-118.5373
LA FLOR BLANCA SALVADORENA,,LOS ANGELES,34.0258,-118.2942
LA FONDA ANTIOQUENA CORP,LA FONDA ANTOQUENA RESTAURANT,LOS ANGELES,34.0835,-118.3125
LA FONDA RESTAURANT INC,,LOS ANGELES,34.0605,-118.2805
LA FOOD GROUP INC,EAT THIS CAFE,LOS ANGELES,34.0908,-118.3323
LA FRITE LLC,MODO MIO,SHERMAN OAKS,34.1531,-118.4601
LA FUENTE BAR & GRILL INC,,LOS ANGELES,34.1393,-118.2154
LA GOLONDRINA INC LTD,LA GOLONDRINA CAFE,LOS ANGELES,34.0575,-118.2384
LA HAPPY FOOD INC,FORTUNE GOURMET KITCHEN,LOS ANGELES,34.0614,-118.2395
LA HAWAIIAN BBQ & CHINESE FOOD INC,HAWAIIAN BBQ HOUSE,LOS ANGELES,34.069,-118.2931
LA ILLUSION INC,SF LA UNION RESTAURANT,WINNETKA,34.2079,-118.573
LA LIBERTAD RESTAURANTE,,CANOGA PARK,34.2021,-118.5926
LA LIBERTAD RESTAURANTE,,CANOGA PARK,34.2205,-118.5897
LA LOGGIA INC,LA LOGGIA RISTORANTE,STUDIO CITY,34.142,-118.3895
"LA MARIA RESTAURANT, INC",LA MARIA RESTAURANT,NORTH HOLLYWOOD,34.1849,-118.3601
LA MIRACLE MILE LLC,VEES CAFE,LOS ANGELES,34.062,-118.3456
LA PARRILLA ENTERPRISES INC,LA PARRILLA RESTAURANT,LOS ANGELES,34.0538,-118.2666
LA PIZZA DEL SOL #2 INC,,LOS ANGELES,34.0656,-118.2157
LA PIZZA LA INC,,PANORAMA CITY,34.2218,-118.4608
LA PIZZA LLC,LA PIZZA,N HOLLYWOOD,34.1721,-118.4055
LA PIZZA LOCA INC,LA PIZZA LOCA INC #7,LOS ANGELES,34.0439,-118.2013
LA PIZZA LOCA INC #36,,LOS ANGELES,34.0111,-118.2697
LA POUBELLE INC,LAPOUBELLE RESTAURANT,LOS ANGELES,34.1052,-118.3182
LA RAMADITA INC,TORTAS AHOGADAS LA RAMADITA,NORTH HOLLYWOOD,34.1785,-118.3703
LA RAMEN JOINT,,LOS ANGELES,34.0749,-118.3095
LA RESTAURANT HOPE STREET INC,THE COUNTER,LOS ANGELES,34.0485,-118.2581
LA RESTAURANT MUSEUM SQUARE INC,THE COUNTER,LOS ANGELES,34.0633,-118.3536
LA RESTAURANT MUSEUM SQUARE INC,THE COUNTER,LOS ANGELES,34.0483,-118.2579
LA SCALA RESTAURANT CORP,LA SCALA PRESTO,LOS ANGELES,34.0532,-118.4667
LA SEPAN INC,SEPAN CHICKEN,LOS ANGELES,34.1192,-118.2593
LA SERENATA DE GARIBALDI INC,LA SERENATA EXPRESS,LOS ANGELES,34.0392,-118.4302
"LA SIRENITA EXPRESS, INC.",LA SIRENITA EXPRESS,VAN NUYS,34.2012,-118.4679
LA SIRENITA RESTAURANT CORPORATION,LA SIRENITA MEXICAN RESTAURANT | MARISCOS LA SIRENITA,VAN NUYS,34.1793,-118.4387
LA TAVERNA CUBANA INC,LA TAVERNA CUBANA RESTAURANT,VALLEY VILLAGE,34.1693,-118.3961
LA TAVERNA DEGLI ARTISTI USA LLC,,LOS ANGELES,34.0361,-118.4428
LA USULUTECA CORP,,LOS ANGELES,34.0398,-118.3267
LA VALENTINA GRILL INC,,LOS ANGELES,34.0303,-118.2917
LACALIWOK INC,CALIFORNIA WOK,ENCINO,34.1577,-118.4968
LACOCINITA RESTAURANT INC,,PACOIMA,34.2677,-118.4198
LADDARAN MANAGEMENT CORPORATION,MCDONALDS,LOS ANGELES,33.9454,-118.3084
LADDAWAN CHAVAKESPONGSE,SIMPLY THAI RESTAURANT,LOS ANGELES,34.1045,-118.2874
LADERA CULVER FOODS INC,LADERA CULVER FOODS,MARINA DEL REY,33.9866,-118.4397
LADUREE LOS ANGELES LLC,,LOS ANGELES,34.0713,-118.3569
LADUREE LOS ANGELES LLC,LADUREE MANSUR GAVRIEL,LOS ANGELES,34.0839,-118.3759
LADY LIBERTY EVENTS INC,,VAN NUYS,34.2104,-118.4338
LAGUARDIA ENTERPRISES INC,SONSONATE GRILL #2,LOS ANGELES,34.0044,-118.2652
LAL RESTAURANT MANAGEMENT LLC,WOLFGANG PUCK BAR AND GRILL,LOS ANGELES,34.045,-118.2639
LALA'S ON MELROSE INC,LALAS,LOS ANGELES,34.0834,-118.3469
LALA'S STUDIO CITY INC,,STUDIO CITY,34.143,-118.3915
LALITA GANS,COCONUT THAI CUISINE,TARZANA,34.1696,-118.538
LAMKONE RESTAURANTS INC,WAHOO'S FISH TACO,LOS ANGELES,34.0469,-118.464
LAMKONE RESTAURANTS INC,WAHOO'S FISH TACO,MARINA DEL REY,33.9802,-118.4385
LAMPWOK INC,,ARLETA,34.2465,-118.4209
LAN RU CAO,VIP'S FAMILY RESTAURANT,TARZANA,34.1671,-118.532
LANA PETROYAN,,VAN NUYS,34.2059,-118.4393
LANDS END INC,THE VENICE BEACH BAR,VENICE,33.9944,-118.4803
LANGERS DELICATESSEN INC,,LOS ANGELES,34.0563,-118.2768
LANKERSHIM EXPRESS INC,PANDA WOK,NORTH HOLLYWOOD,34.2164,-118.3885
LANKERSHIM INVESTMENT PROPERTIES LLC,LAKESIDE CAFE,ENCINO,34.1588,-118.4993
LARCHMONT CHANDARA INC,CHAN DARA LARCHMONT RESTAURANT,LOS ANGELES,34.0763,-118.3236
LARCHMONT TACO SHOP 26 INC,TACOS TU MADRE,LOS ANGELES,34.0748,-118.3239
LARPAC LLC,PREMIERE SUPERCLUB,LOS ANGELES,34.1019,-118.3361
LARRY A LUOMA,TONY LOMA,TARZANA,34.1574,-118.5537
LARRY KIM LAM,THE JELLY DONUT,PANORAMA CITY,34.2181,-118.4487
LARRYS VENICE LP,LARRYS,VENICE,33.987,-118.4725
LARSEN'S STEAKHOUSE INC,,ENCINO,34.1563,-118.4836
LARSENS ENCINO STEAKHOUSE LLC,LARSENS STEAKHOUSE,ENCINO,34.157,-118.4841
LARSENS WOODLAND HILLS STEAKHOUSE INC.,LARSENS STEAKHOUSE,WOODLAND HILLS,34.1839,-118.6058
LAS 7 REGIONES DE OAXACA INC.,,LOS ANGELES,34.0471,-118.2961
"LAS CAZUELAS RESTAURANT & PUPUSERIA, INC.",LAS CAZUELAS,LOS ANGELES,34.1096,-118.1926
LAS HADAS MEXICAN RESTAURANTS INC,LAS HADAS MEXICAN RESTAURANT,NORTHRIDGE,34.235,-118.5025
LAS ISLITAS MARICO'S FAMILY RESTAURANT INC,,LOS ANGELES,33.9868,-118.2521
LAS LOMAS MEXICAN RESTAURANT INC,,SYLMAR,34.3097,-118.4734
LAS PALMITAS FRESH FRUIT INC,LAS PALMITAS FRUITS,LOS ANGELES,34.0367,-118.1941
LAS PALMITAS FRESH FRUIT INC,LA PALMITAS FRUIT #4,LOS ANGELES,34.0333,-118.1895
